date,price,signal_action,target_pct_delta,total_score,ta_score,sentiment_score,portfolio_value,cash,shares,buy_hold_value,trade_executed,rsi,macd
2024-04-07 00:00:00+00:00,69362.5546875,Hold,0.0,0.23002184176406446,0.23002184176406446,0.0,10000.0,10000.0,0.0,15784.630212029353,False,54.99453955898389,1072.3526154099673
2024-04-14 00:00:00+00:00,65738.7265625,Hold,0.0,0.26497670607159435,0.26497670607159435,0.0,10000.0,10000.0,0.0,14959.966426752353,False,46.25582348210141,220.4381512397813
2024-04-21 00:00:00+00:00,64926.64453125,Hold,0.0,0.26058496239982776,0.26058496239982776,0.0,10000.0,10000.0,0.0,14775.163334898747,False,47.35375940004307,-881.132546733148
2024-04-28 00:00:00+00:00,63113.23046875,Hold,0.0,0.27746287656932117,0.27746287656932117,0.0,10000.0,10000.0,0.0,14362.490091722846,False,43.13428085766971,-852.6773022904745
2024-05-05 00:00:00+00:00,64031.1328125,Strong Buy,3.0,0.7495405996667587,0.7495405996667587,0.0,10000.0,10000.0,0.0,14571.374397269623,False,50.11485008331032,-1055.1630144673545
2024-05-12 00:00:00+00:00,61448.39453125,Strong Buy,3.0,0.7694878769957073,0.7694878769957073,0.0,10000.0,10000.0,0.0,13983.62833042341,False,45.12803075107318,-998.2550640884365
2024-05-19 00:00:00+00:00,66278.3671875,Strong Buy,3.0,0.7246772746584027,0.7246772746584027,0.0,10000.0,10000.0,0.0,15082.77083831692,False,56.330681335399326,509.8704019730503
2024-05-26 00:00:00+00:00,68518.09375,Strong Buy,3.0,0.7230671882426296,0.7230671882426296,0.0,10000.0,10000.0,0.0,15592.45874880983,False,56.73320293934259,1483.842920101859
2024-06-02 00:00:00+00:00,67751.6015625,Hold,0.0,0.23744485383673009,0.23744485383673009,0.0,10000.0,10000.0,0.0,15418.030402065599,False,53.13878654081748,922.6799431627733
2024-06-09 00:00:00+00:00,69647.9921875,Hold,0.0,0.22452484319860896,0.22452484319860896,0.0,10000.0,10000.0,0.0,15849.586374708842,False,56.368789200347756,1072.1815251146472
2024-06-16 00:00:00+00:00,66639.046875,Hold,0.0,0.2683041899587973,0.2683041899587973,0.0,10000.0,10000.0,0.0,15164.849641755278,False,45.42395251030067,-59.522900998344994
2024-06-23 00:00:00+00:00,63180.796875,Buy,1.5,0.31646034037743037,0.31646034037743037,0.0,10000.0,10000.0,0.0,14377.865977778614,False,33.384914905642404,-985.7021278741668
2024-06-30 00:00:00+00:00,62678.29296875,Hold,0.0,0.27553337101212627,0.27553337101212627,0.0,10000.0,10000.0,0.0,14263.512658815784,False,43.61665724696843,-1665.5701948316055
2024-07-07 00:00:00+00:00,55849.109375,Sell,-3.0,-0.6725373729581086,-0.6725373729581086,0.0,10000.0,10000.0,0.0,12709.415665660661,False,30.634343239527155,-2310.770754758749
2024-07-14 00:00:00+00:00,60787.79296875,Strong Buy,3.0,0.7469138734365385,0.7469138734365385,0.0,10000.0,10000.0,0.0,13833.297198178789,False,50.771531640865376,-1534.9708802337482
2024-07-21 00:00:00+00:00,68154.5234375,Strong Buy,3.0,0.6795901341345152,0.6795901341345152,0.0,10000.0,10000.0,0.0,15509.72213444002,False,67.6024664663712,1170.9350297296623
2024-07-28 00:00:00+00:00,68255.8671875,Strong Buy,3.0,0.6938410020159953,0.6938410020159953,0.0,10000.0,10000.0,0.0,15532.784630123137,False,64.03974949600116,1627.910694389022
2024-08-04 00:00:00+00:00,58116.9765625,Sell,-3.0,-0.6830859412537545,-0.6830859412537545,0.0,10000.0,10000.0,0.0,13225.507454464594,False,33.271485313438646,-307.7650221242875
2024-08-11 00:00:00+00:00,58719.484375,Sell,-3.0,-0.7236458651301929,-0.7236458651301929,0.0,10000.0,10000.0,0.0,13362.618364854477,False,43.41146628254824,-1331.7678860437227
2024-08-18 00:00:00+00:00,58483.96484375,Sell,-3.0,-0.7281701426661816,-0.7281701426661816,0.0,10000.0,10000.0,0.0,13309.021885814156,False,44.54253566654542,-1169.908481061757
2024-08-25 00:00:00+00:00,64333.54296875,Strong Buy,3.0,0.7143117445933203,0.7143117445933203,0.0,10000.0,10000.0,0.0,14640.192976837145,False,58.92206385166993,311.7635667240902
2024-09-01 00:00:00+00:00,57325.48828125,Sell,-3.0,-0.711266805692084,-0.711266805692084,0.0,10000.0,10000.0,0.0,13045.390821030715,False,40.316701423021,-567.6348364065416
2024-09-08 00:00:00+00:00,54841.56640625,Sell,-3.0,-0.7025783555236065,-0.7025783555236065,0.0,10000.0,10000.0,0.0,12480.132109769444,False,38.144588880901615,-1568.015145795427
2024-09-15 00:00:00+00:00,59182.8359375,Hold,0.0,-0.2569095312928007,-0.2569095312928007,0.0,10000.0,10000.0,0.0,13468.061901430943,False,51.72738282320017,-325.8971430309466
2024-09-22 00:00:00+00:00,63648.7109375,Trim,-1.5,-0.30302859508989344,-0.30302859508989344,0.0,10000.0,10000.0,0.0,14484.34778890634,False,63.257148772473364,1054.1893012036235
2024-09-29 00:00:00+00:00,65635.3046875,Strong Buy,3.0,0.6895705338556047,0.6895705338556047,0.0,10000.0,10000.0,0.0,14936.431018345547,False,65.10736653609881,1742.1227597132165
2024-10-06 00:00:00+00:00,62818.953125,Sell,-3.0,-0.7645529213948832,-0.7645529213948832,0.0,10000.0,10000.0,0.0,14295.522272100292,False,53.63823034872079,508.13413390578353
2024-10-13 00:00:00+00:00,62851.375,Sell,-3.0,-0.7651063819678969,-0.7651063819678969,0.0,10000.0,10000.0,0.0,14302.900421736811,False,53.776595491974234,235.80906834759662
2024-10-20 00:00:00+00:00,69001.703125,Strong Buy,3.0,0.6686612490486101,0.6686612490486101,0.0,10000.0,10000.0,0.0,15702.512295508583,False,70.33468773784746,1767.5268330627514
2024-10-27 00:00:00+00:00,67929.296875,Hold,0.0,0.2104491443010608,0.2104491443010608,0.0,10000.0,10000.0,0.0,15458.467995675872,False,59.887713924734804,1344.495398582876
2024-11-03 00:00:00+00:00,68741.1171875,Hold,0.0,0.23041856520621012,0.23041856520621012,0.0,10000.0,10000.0,0.0,15643.211528972171,False,54.89535869844747,1552.702203057037
2024-11-10 00:00:00+00:00,80474.1875,Strong Buy,3.0,0.6409169206759593,0.6409169206759593,0.0,10000.0,10000.0,0.0,18313.271433324684,False,77.27076983101017,3020.3334964711976
2024-11-17 00:00:00+00:00,89845.8515625,Strong Buy,3.0,0.655768532596887,0.655768532596887,0.0,10000.0,10000.0,0.0,20445.95314270506,False,73.55786685077824,6139.462307851121
2024-11-24 00:00:00+00:00,98013.8203125,Strong Buy,3.0,0.6381242134478673,0.6381242134478673,0.0,10000.0,10000.0,0.0,22304.713490893275,False,77.96894663803316,7007.884474313629
2024-12-01 00:00:00+00:00,97279.7890625,Hold,0.0,0.18337283253923475,0.18337283253923475,0.0,10000.0,10000.0,0.0,22137.672183122475,False,66.65679186519131,5022.591457854171
2024-12-08 00:00:00+00:00,101236.015625,Hold,0.0,0.17752385257094705,0.17752385257094705,0.0,10000.0,10000.0,0.0,23037.978891913932,False,68.11903685726324,4134.980313421736
2024-12-15 00:00:00+00:00,104298.6953125,Hold,0.0,0.1822128771754184,0.1822128771754184,0.0,10000.0,10000.0,0.0,23734.943796722913,False,66.9467807061454,3486.487637185186
2024-12-22 00:00:00+00:00,95104.9375,Hold,0.0,0.2702622674801414,0.2702622674801414,0.0,10000.0,10000.0,0.0,21642.74768337213,False,44.93443312996464,1437.6436243203934
2024-12-29 00:00:00+00:00,93530.2265625,Hold,0.0,0.2775084880562692,0.2775084880562692,0.0,10000.0,10000.0,0.0,21284.395400194837,False,43.1228779859327,-254.26743896864355
